Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
1985,Jose Uribe,Giants,147,513,3,46,26,8,5.80%,11.10%,0.078,0.264,0.237,0.285,0.315,0.266,67,0.7,-18.3,6.6,0.5,1013300
2016,Adeiny Hechavarria,Marlins,155,547,3,52,38,1,6.00%,13.30%,0.075,0.269,0.236,0.283,0.311,0.256,57,2,-26.9,14.6,0.5,10459
1994,Andujar Cedeno,Astros,98,380,9,38,49,1,7.60%,20.80%,0.155,0.318,0.263,0.334,0.418,0.318,94,-0.2,-3.4,-3.9,0.5,1002099
1996,Walt Weiss,Rockies,155,624,8,89,48,10,12.80%,12.50%,0.093,0.316,0.282,0.381,0.375,0.342,83,0.9,-12.4,-1.1,0.5,1013748
2016,Alcides Escobar,Royals,162,682,7,57,55,17,4.00%,14.10%,0.089,0.295,0.261,0.292,0.35,0.278,69,-0.8,-26.3,8.1,0.5,6310
2010,Yuniesky Betancourt,Royals,151,588,16,60,78,2,3.90%,10.90%,0.146,0.267,0.259,0.288,0.405,0.302,84,0.2,-10.7,-4.6,0.5,8585
1995,Shawon Dunston,Cubs,127,503,14,58,69,10,2.00%,14.90%,0.176,0.325,0.296,0.317,0.472,0.339,102,-0.3,0.9,-12.6,0.5,1401
2010,Alcides Escobar,Brewers,145,552,4,57,41,10,6.50%,12.70%,0.091,0.264,0.235,0.288,0.326,0.27,62,4.1,-21.2,8.6,0.5,6310
1994,Kurt Abbott,Marlins,101,371,9,41,33,3,4.30%,26.40%,0.145,0.321,0.249,0.291,0.394,0.299,76,0.6,-10.8,3.1,0.5,1000013
1990,Kurt Stillwell,Royals,144,560,3,60,51,0,7.00%,10.70%,0.103,0.273,0.249,0.304,0.352,0.296,83,-1,-11.7,-2,0.5,1012536
2017,Alcides Escobar,Royals,162,629,6,71,54,4,2.40%,16.20%,0.107,0.291,0.25,0.272,0.357,0.269,62,3.5,-26.3,9.2,0.5,6310
1986,Ernest Riles,Brewers,145,588,9,69,47,7,9.20%,13.60%,0.105,0.281,0.252,0.321,0.357,0.308,86,-1.5,-11.2,-4.4,0.4,1010964
2002,Jack Wilson,Pirates,147,586,4,77,47,5,6.30%,12.60%,0.08,0.287,0.252,0.306,0.332,0.285,69,6.2,-16.7,2,0.4,1017
2001,Alex Gonzalez,Marlins,145,561,9,57,48,2,5.30%,19.10%,0.126,0.299,0.25,0.303,0.377,0.293,77,-0.5,-17.4,3.3,0.4,520
2006,Jack Wilson,Pirates,142,594,8,70,35,4,5.60%,10.90%,0.098,0.295,0.273,0.316,0.37,0.302,79,-1.3,-18,2.2,0.4,1017
2007,Julio Lugo,Red Sox,147,630,8,71,73,33,7.60%,13.00%,0.112,0.262,0.237,0.294,0.349,0.286,66,3.5,-23.6,5.7,0.4,565
2005,Angel Berroa,Royals,159,652,11,68,55,7,2.80%,16.60%,0.105,0.312,0.27,0.305,0.375,0.298,76,3.1,-15.7,-2.6,0.4,591
2004,Kaz Matsui,Mets,114,509,7,65,44,14,7.90%,19.10%,0.124,0.33,0.272,0.331,0.396,0.317,90,1.2,-5.4,-8.1,0.4,1854
2015,Jean Segura,Brewers,142,584,6,57,50,25,2.20%,15.90%,0.079,0.298,0.257,0.281,0.336,0.268,64,3.1,-21.6,6.7,0.4,5933
2000,Neifi Perez,Rockies,162,699,10,92,71,3,4.30%,9.00%,0.14,0.301,0.287,0.314,0.427,0.316,59,-2.1,-41.2,20.2,0.3,620
2014,Adeiny Hechavarria,Marlins,146,574,1,53,34,7,4.50%,15.00%,0.08,0.323,0.276,0.308,0.356,0.29,84,-1.3,-11.8,-2.2,0.3,10459
2013,Asdrubal Cabrera,Indians,136,562,14,66,64,9,6.20%,20.30%,0.159,0.283,0.242,0.299,0.402,0.307,92,-2.7,-7.8,-7.7,0.3,4962
1999,Mark Loretta,Brewers,153,664,5,93,67,4,7.80%,8.90%,0.101,0.312,0.29,0.354,0.39,0.333,92,0.4,-7.3,-10.5,0.3,1383
2014,Xander Bogaerts,Red Sox,144,594,12,60,46,2,6.60%,23.20%,0.123,0.296,0.24,0.297,0.362,0.294,81,0.8,-11.4,-4.8,0.3,12161
1988,Shawon Dunston,Cubs,155,599,9,69,56,30,2.70%,18.00%,0.108,0.291,0.249,0.271,0.357,0.275,69,2.2,-18.1,2,0.3,1401
1986,Steve Jeltz,Phillies,145,510,0,44,36,6,12.70%,19.00%,0.043,0.279,0.219,0.32,0.262,0.269,61,0,-23,9.3,0.3,1006387
1998,Alex Gonzalez,Blue Jays,158,618,13,70,51,21,4.50%,19.60%,0.121,0.281,0.239,0.281,0.361,0.283,64,1.6,-27.3,8.6,0.3,281
1997,Shawon Dunston,- - -,132,511,14,71,57,32,1.60%,14.70%,0.151,0.328,0.3,0.312,0.451,0.33,94,3,-1.2,-12.2,0.3,1401
1994,Manuel Lee,Rangers,95,363,2,41,38,3,5.80%,18.20%,0.084,0.34,0.278,0.319,0.361,0.304,74,0.2,-12.4,2.6,0.2,1007460
2015,Jimmy Rollins,Dodgers,144,563,13,71,41,12,7.80%,15.30%,0.133,0.246,0.224,0.285,0.358,0.283,80,-2,-15.1,-0.3,0.2,971
1996,Rey Ordonez,Mets,151,530,1,51,30,1,4.20%,10.00%,0.046,0.285,0.257,0.289,0.303,0.257,52,-1.3,-33.6,18.8,0.2,889
2017,Tim Anderson,White Sox,146,606,17,72,56,15,2.10%,26.70%,0.145,0.328,0.257,0.276,0.402,0.288,78,3.7,-13.1,-5.7,0.2,15172
1997,Greg Gagne,Dodgers,144,553,9,49,57,2,5.60%,21.70%,0.103,0.311,0.251,0.298,0.354,0.289,75,-1.7,-19.1,3.5,0.2,1004427
1999,Alex Gonzalez,Marlins,136,591,14,81,59,3,2.50%,19.10%,0.154,0.323,0.277,0.308,0.43,0.321,87,-1.7,-11.9,-4.9,0.2,520
1987,Spike Owen,Red Sox,132,504,2,50,48,11,10.50%,8.50%,0.085,0.28,0.259,0.337,0.343,0.306,82,-1.4,-13.2,-2.1,0.2,1009924
1985,Bob Meacham,Yankees,156,566,1,70,47,25,9.50%,18.00%,0.048,0.273,0.218,0.302,0.266,0.266,64,2,-22.4,5.3,0.1,1008701
1986,Greg Gagne,Twins,156,524,12,63,54,12,5.70%,20.60%,0.148,0.299,0.25,0.301,0.398,0.311,86,-1.7,-10.5,-6,0.1,1004427
2005,Royce Clayton,Diamondbacks,143,573,2,59,44,13,6.60%,18.30%,0.08,0.333,0.27,0.32,0.351,0.299,73,1.3,-18.4,1,0.1,226
2017,Dansby Swanson,Braves,144,551,6,59,51,3,10.70%,21.80%,0.092,0.292,0.232,0.312,0.324,0.276,66,1.6,-22.6,6,0.1,18314
2008,Yuniesky Betancourt,Mariners,153,590,7,66,51,4,2.90%,7.10%,0.113,0.289,0.279,0.3,0.392,0.302,84,-3.8,-15.4,-4,0.1,8585
2006,Jhonny Peralta,Indians,149,632,13,84,68,0,8.90%,24.10%,0.128,0.327,0.257,0.323,0.385,0.312,85,-4.9,-17.1,-4.2,0.1,1738
2001,Omar Vizquel,Indians,155,693,2,84,50,13,8.80%,10.40%,0.079,0.285,0.255,0.323,0.334,0.294,76,-1.3,-22.1,-1.2,0.1,411
2013,Starlin Castro,Cubs,161,705,10,59,44,9,4.30%,18.30%,0.102,0.29,0.245,0.284,0.347,0.28,74,-3.6,-24.4,4,0.1,4579
1995,Wil Cordero,Expos,131,564,10,64,49,9,6.40%,15.60%,0.134,0.326,0.286,0.341,0.42,0.335,99,-0.5,-1.1,-17.4,0,770
2001,Rey Ordonez,Mets,149,505,3,31,44,3,6.70%,8.50%,0.089,0.266,0.247,0.299,0.336,0.267,60,-0.3,-26.8,10.3,0,889
2004,Orlando Cabrera,- - -,161,673,10,74,62,16,5.80%,8.00%,0.12,0.271,0.264,0.306,0.383,0.3,74,-2.6,-24.8,1.7,0,766
2000,Tony Womack,Diamondbacks,146,659,7,95,57,45,4.60%,11.20%,0.113,0.296,0.271,0.307,0.384,0.304,70,4,-22.4,0.4,0,78
1996,Chris Gomez,- - -,137,528,4,53,45,3,10.80%,15.90%,0.077,0.305,0.257,0.347,0.333,0.313,89,-0.9,-8.9,-7.9,0,1208
2014,Jean Segura,Brewers,146,557,5,61,31,20,5.00%,12.60%,0.08,0.275,0.246,0.289,0.326,0.272,67,1.6,-19.2,2.4,0,5933
2014,Derek Jeter,Yankees,145,634,4,47,50,10,5.50%,13.70%,0.057,0.294,0.256,0.304,0.313,0.279,75,0.3,-16.9,-4,-0.1,826
2009,Edgar Renteria,Giants,124,510,5,50,48,7,7.60%,13.50%,0.078,0.281,0.25,0.307,0.328,0.282,68,-2.8,-22.9,5.7,-0.1,1178
1985,Rafael Santana,Mets,154,564,1,41,29,1,5.10%,9.60%,0.045,0.284,0.257,0.295,0.302,0.262,65,0,-22.6,3.3,-0.1,1011441
1998,Pat Meares,Twins,149,581,9,56,70,7,4.10%,14.80%,0.109,0.291,0.26,0.296,0.368,0.293,68,-0.3,-24.8,3.8,-0.1,1008712
1997,Gary DiSarcina,Angels,154,583,4,52,47,7,2.90%,5.00%,0.08,0.251,0.246,0.271,0.326,0.265,53,-2,-36.8,15.2,-0.1,1003322
2002,Barry Larkin,Reds,145,567,7,72,47,13,7.80%,10.10%,0.122,0.26,0.245,0.305,0.367,0.29,70,2.8,-18.3,-1.2,-0.1,335
2011,Yuniesky Betancourt,Brewers,152,584,13,51,68,4,2.70%,10.80%,0.129,0.259,0.252,0.271,0.381,0.281,72,-0.1,-19.2,-0.1,-0.1,8585
2000,Cristian Guzman,Twins,156,690,8,89,54,28,6.70%,14.60%,0.141,0.281,0.247,0.299,0.388,0.3,69,1.1,-28.4,2.6,-0.1,728
2014,Yunel Escobar,Rays,137,529,7,33,39,1,8.10%,11.30%,0.082,0.282,0.258,0.324,0.34,0.299,93,-3,-7.3,-11,-0.1,4191
1994,Felix Fermin,Mariners,101,411,1,52,35,4,2.70%,5.40%,0.063,0.33,0.317,0.338,0.38,0.319,86,-1,-8.5,-6.8,-0.2,1003991
1994,Dick Schofield,Blue Jays,95,373,4,38,32,7,9.10%,16.60%,0.086,0.303,0.255,0.332,0.342,0.307,78,-1.7,-12.4,-1.8,-0.2,1011602
2007,Felipe Lopez,Nationals,154,671,9,70,50,24,7.90%,16.20%,0.106,0.283,0.245,0.308,0.352,0.294,75,-3.6,-25.4,1.4,-0.2,1311
2000,Pat Meares,Pirates,132,514,13,55,47,1,7.00%,17.70%,0.141,0.271,0.24,0.305,0.381,0.298,69,0.3,-21.7,2.5,-0.2,1008712
2003,Cesar Izturis,Dodgers,158,593,1,47,40,10,4.20%,11.80%,0.065,0.284,0.251,0.282,0.315,0.259,56,1.3,-32.3,10.5,-0.2,656
2017,Jose Peraza,Reds,143,518,5,50,37,23,3.90%,13.50%,0.066,0.293,0.259,0.297,0.324,0.273,62,2.8,-22.2,3.1,-0.2,13593
1986,Rafael Ramirez,Braves,134,530,8,57,33,19,4.00%,11.30%,0.095,0.258,0.24,0.273,0.335,0.272,60,0.5,-24.4,4.6,-0.3,1010673
2015,Alexei Ramirez,White Sox,154,622,10,54,62,17,5.00%,10.90%,0.108,0.264,0.249,0.285,0.357,0.279,74,-5,-23.4,0.4,-0.3,5133
1994,Shawon Dunston,Cubs,88,356,11,38,35,3,4.50%,13.50%,0.157,0.296,0.278,0.313,0.435,0.322,91,-2.9,-7,-7.7,-0.3,1401
2000,Alex Gonzalez,Blue Jays,141,591,15,68,69,4,7.30%,19.10%,0.152,0.295,0.252,0.313,0.404,0.316,79,-1,-17.9,-5.7,-0.3,281
2004,Angel Berroa,Royals,134,554,8,72,43,14,4.20%,15.70%,0.123,0.301,0.262,0.308,0.385,0.304,75,0.5,-17.4,-4.7,-0.3,591
1996,Mike Bordick,Athletics,155,587,5,46,54,5,8.90%,10.10%,0.078,0.26,0.24,0.307,0.318,0.285,65,-1.8,-30.7,5.3,-0.3,129
2010,Cesar Izturis,Orioles,150,513,1,42,28,11,4.90%,10.30%,0.038,0.257,0.23,0.277,0.268,0.249,46,0,-32.8,11.8,-0.4,656
1993,Wil Cordero,Expos,138,521,10,56,58,12,6.50%,11.50%,0.139,0.266,0.248,0.308,0.387,0.305,84,1.2,-9.2,-13.1,-0.4,770
1986,Spike Owen,- - -,154,593,1,67,45,4,8.60%,8.60%,0.078,0.253,0.231,0.3,0.309,0.278,65,-0.8,-26,2.2,-0.4,1009924
1998,Ricky Gutierrez,Astros,141,561,2,55,46,13,9.60%,15.00%,0.073,0.306,0.261,0.337,0.334,0.302,84,-0.4,-11.7,-9.9,-0.4,387
2002,Deivi Cruz,Padres,151,547,7,49,47,2,4.00%,10.60%,0.103,0.282,0.263,0.294,0.366,0.288,78,-7.9,-23.3,0.9,-0.5,1025
1985,Rafael Ramirez,Braves,138,595,5,54,58,2,3.40%,10.60%,0.085,0.269,0.248,0.272,0.333,0.269,60,-2.1,-29.2,5.1,-0.5,1010673
1993,Mariano Duncan,Phillies,124,518,11,68,73,6,2.30%,17.00%,0.135,0.323,0.282,0.304,0.417,0.318,90,-0.8,-7,-16.5,-0.5,1003554
1989,Rafael Ramirez,Astros,151,575,6,46,54,3,5.00%,11.10%,0.078,0.268,0.246,0.283,0.324,0.275,77,0,-14.5,-9.4,-0.5,1010673
2007,Stephen Drew,Diamondbacks,150,619,12,60,60,9,9.70%,16.20%,0.133,0.267,0.238,0.313,0.37,0.3,70,3.7,-20.3,-5.8,-0.6,4251
1988,Rafael Santana,Yankees,148,521,4,50,38,1,6.30%,11.70%,0.054,0.266,0.24,0.289,0.294,0.268,66,-1,-21.5,-1.2,-0.6,1011441
1998,Desi Relaford,Phillies,142,546,5,45,41,9,6.00%,15.90%,0.093,0.284,0.245,0.293,0.338,0.278,62,-0.4,-26.7,3.3,-0.6,1096
1986,Garry Templeton,Padres,147,549,2,42,44,10,6.40%,15.70%,0.061,0.292,0.247,0.296,0.308,0.258,59,0,-26.2,1.3,-0.7,1012909
2006,Clint Barmes,Rockies,131,535,7,57,56,5,4.10%,13.50%,0.115,0.241,0.22,0.264,0.335,0.256,38,4,-39.4,13.8,-0.7,1830
2003,Royce Clayton,Brewers,146,543,11,49,39,5,9.00%,16.90%,0.106,0.258,0.228,0.301,0.333,0.277,62,-5,-31.6,5.8,-0.8,226
1998,Mark Grudzielanek,- - -,156,641,10,62,62,18,4.10%,11.40%,0.09,0.292,0.272,0.311,0.362,0.298,78,1.4,-16.3,-11.7,-0.8,653
2000,Royce Clayton,Rangers,148,573,14,70,54,11,7.30%,16.10%,0.142,0.268,0.242,0.301,0.384,0.301,67,-1,-26.7,-2.6,-0.9,226
1994,Walt Weiss,Rockies,110,486,1,58,32,12,11.50%,11.90%,0.052,0.286,0.251,0.336,0.303,0.297,61,-0.7,-25.1,-0.4,-0.9,1013748
2004,Alex Cintron,Diamondbacks,154,613,4,56,49,3,5.10%,9.60%,0.101,0.285,0.262,0.301,0.363,0.29,65,0.7,-27.3,-3.5,-1,50
1995,Chris Gomez,Tigers,123,482,11,49,50,4,8.50%,19.90%,0.132,0.259,0.223,0.292,0.355,0.29,68,0.3,-20,-8,-1.1,1208
1994,Jose Vizcaino,Mets,103,456,3,47,33,1,7.20%,13.60%,0.068,0.291,0.256,0.31,0.324,0.284,69,-4.6,-22.6,-4.6,-1.2,577
1989,Andres Thomas,Braves,141,571,13,41,57,3,2.10%,10.90%,0.103,0.217,0.213,0.228,0.316,0.242,44,-0.7,-35.8,7.5,-1.2,1012962
1988,Andres Thomas,Braves,153,627,13,54,68,7,2.20%,15.20%,0.107,0.278,0.252,0.268,0.36,0.276,71,-0.1,-20.2,-11.8,-1.2,1012962
1999,Neifi Perez,Rockies,157,732,12,108,70,13,3.80%,7.40%,0.123,0.288,0.28,0.307,0.403,0.31,56,0.3,-43.3,5.5,-1.3,620
2003,Ramon Santiago,Tigers,141,507,2,41,29,10,6.50%,13.00%,0.059,0.259,0.225,0.292,0.284,0.264,58,3.1,-23.3,-7.5,-1.3,1417
1995,Kevin Stocker,Phillies,125,477,1,42,32,6,9.00%,15.70%,0.056,0.263,0.218,0.304,0.274,0.263,53,0.7,-28,-2.4,-1.4,1012549
2006,Angel Berroa,Royals,132,503,9,45,54,3,2.80%,17.50%,0.099,0.268,0.234,0.259,0.333,0.257,48,-2,-35.6,3.1,-1.5,591
1998,Rey Ordonez,Mets,153,548,1,46,42,3,4.20%,10.90%,0.053,0.275,0.246,0.278,0.299,0.253,50,-2,-36.5,4,-1.5,889
2003,Jose Hernandez,- - -,150,571,13,58,57,2,8.10%,31.00%,0.121,0.311,0.225,0.287,0.347,0.281,58,-0.7,-31.8,-2.5,-1.5,688
1998,Neifi Perez,Rockies,162,712,9,80,59,5,5.30%,9.80%,0.108,0.294,0.274,0.313,0.382,0.307,59,-1.6,-38.8,0.6,-1.6,620
2002,Juan Uribe,Rockies,155,618,6,69,49,9,5.50%,19.40%,0.101,0.291,0.24,0.286,0.341,0.277,46,1,-40.4,3.9,-1.6,454
1996,Ozzie Guillen,White Sox,150,528,4,62,45,6,1.90%,5.10%,0.104,0.267,0.263,0.273,0.367,0.278,60,-1.2,-30.1,-6.6,-1.7,1005125
1993,Felix Fermin,Indians,140,514,2,48,45,4,4.70%,2.70%,0.054,0.267,0.263,0.303,0.317,0.282,68,-1.2,-21.3,-12.7,-1.8,1003991
2006,Ronny Cedeno,Cubs,151,572,6,51,41,8,3.00%,19.10%,0.094,0.296,0.245,0.271,0.339,0.263,48,-0.8,-39.9,1.7,-1.8,2179
1997,Ozzie Guillen,White Sox,142,527,4,59,52,5,4.20%,4.60%,0.092,0.249,0.245,0.275,0.337,0.27,59,-0.3,-27.8,-10.6,-2,1005125
2013,Adeiny Hechavarria,Marlins,148,578,3,30,42,11,5.20%,16.60%,0.072,0.27,0.227,0.267,0.298,0.251,56,-5,-33.9,-2.3,-2.1,10459
1997,Chris Gomez,Padres,150,589,5,62,54,5,9.00%,19.40%,0.073,0.313,0.253,0.326,0.326,0.298,80,-2.4,-17,-25.1,-2.3,1208
2016,Alexei Ramirez,- - -,145,506,6,38,48,8,4.20%,12.50%,0.092,0.265,0.241,0.277,0.333,0.264,64,-2.5,-24.9,-14.5,-2.4,5133
2009,Yuniesky Betancourt,- - -,134,508,6,40,49,3,4.10%,8.70%,0.106,0.256,0.245,0.274,0.351,0.273,61,-6.5,-31.3,-10.9,-2.5,8585
1999,Mike Caruso,White Sox,136,564,2,60,35,12,3.50%,6.40%,0.047,0.264,0.25,0.28,0.297,0.261,46,-4,-44.9,-3.3,-2.7,595
2002,Neifi Perez,Royals,145,585,3,65,37,8,3.40%,9.10%,0.067,0.254,0.236,0.26,0.303,0.247,39,0.7,-43.6,-5.4,-2.9,620
