Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2012,Brandon Hicks,Athletics,22,70,3,8,7,1,8.60%,44.30%,0.219,0.267,0.172,0.243,0.391,0.275,73,-0.7,-3,-1.1,-0.2,4003
2005,Angel Chavez,Giants,10,20,0,1,1,0,0.00%,15.00%,0.053,0.313,0.263,0.263,0.316,0.253,48,0.2,-1.1,-1.4,-0.2,2224
2003,Clint Barmes,Rockies,12,28,0,2,2,0,0.00%,35.70%,0.08,0.5,0.32,0.357,0.4,0.333,84,0.2,-0.4,-2.4,-0.2,1830
1991,Mariano Duncan,Reds,100,356,12,46,40,5,3.40%,16.00%,0.153,0.277,0.258,0.288,0.411,0.311,92,-0.6,-3.6,-10.1,-0.2,1003554
2012,Jean Segura,- - -,45,166,0,19,14,7,7.80%,13.90%,0.066,0.302,0.258,0.315,0.325,0.278,68,1.7,-4.6,-2.4,-0.2,5933
1998,Alex Cora,Dodgers,29,38,0,1,0,0,5.30%,21.10%,0.061,0.16,0.121,0.194,0.182,0.179,4,0,-4.6,1.5,-0.2,1386
2008,Luis Cruz,Pirates,22,74,0,6,3,1,4.10%,2.70%,0.045,0.231,0.224,0.278,0.269,0.252,47,-1.1,-6,1.8,-0.2,3188
1998,Hanley Frias,Diamondbacks,15,23,1,4,2,0,0.00%,21.70%,0.217,0.118,0.13,0.13,0.348,0.195,6,0,-2.7,0.1,-0.2,1004345
1989,Jeff Schaefer,White Sox,15,11,0,2,0,1,0.00%,18.20%,0,0.125,0.1,0.1,0.1,0.091,-52,-0.2,-2.1,0,-0.2,1011508
1987,Nelson Norman,Expos,1,4,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-1.1,-1,-0.2,1009634
1985,Mike Fischlin,Indians,73,69,0,12,2,0,7.20%,10.10%,0.1,0.226,0.2,0.262,0.3,0.255,52,-0.4,-4.3,0.3,-0.2,1004070
1995,Tomas Perez,Blue Jays,41,106,1,12,8,0,6.60%,17.00%,0.082,0.288,0.245,0.292,0.327,0.279,61,-0.5,-5.9,0.3,-0.2,965
1989,Ed Jurak,Giants,30,48,0,2,1,0,10.40%,10.40%,0,0.27,0.238,0.319,0.238,0.268,73,0,-1.5,-1.9,-0.2,1006651
2012,Ray Olmedo,White Sox,20,42,0,8,1,0,0.00%,21.40%,0.049,0.313,0.244,0.244,0.293,0.234,38,0.5,-2.6,-0.7,-0.2,1718
2009,Josh Wilson,- - -,72,211,3,19,13,1,5.70%,20.90%,0.115,0.269,0.219,0.279,0.333,0.272,62,-1.4,-11.4,2.4,-0.2,2102
2009,Brendan Harris,Twins,123,453,6,44,37,0,6.40%,17.20%,0.101,0.304,0.261,0.31,0.362,0.298,77,-0.7,-13.5,-3.9,-0.2,2178
1997,Dave Silvestri,Rangers,2,4,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-1.1,-0.9,-0.2,1011972
2008,Omar Quintanilla,Rockies,81,234,2,28,15,0,6.40%,19.70%,0.11,0.294,0.238,0.288,0.348,0.277,54,2.7,-10.9,1.3,-0.2,6335
1995,Mariano Duncan,- - -,81,277,6,36,36,1,1.80%,22.40%,0.136,0.347,0.287,0.297,0.423,0.312,85,-1.2,-6.6,-4.7,-0.2,1003554
1999,Mark DeRosa,Braves,7,8,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,-100,0,-2.4,0,-0.2,1392
1988,Craig Reynolds,Astros,78,170,1,20,14,3,4.70%,13.50%,0.062,0.292,0.255,0.29,0.317,0.272,76,0.5,-4,-3.3,-0.2,1010867
2004,Ramon Santiago,Mariners,19,45,0,8,2,0,6.70%,6.70%,0.026,0.194,0.179,0.256,0.205,0.22,28,0,-4.1,0.6,-0.2,1417
2010,Andrew Romine,Angels,5,12,0,0,0,0,0.00%,33.30%,0,0.143,0.091,0.091,0.091,0.081,-61,0.2,-2.1,-0.2,-0.2,1159
1985,Buddy Biancalana,Royals,81,161,1,21,6,1,10.60%,21.10%,0.072,0.243,0.188,0.277,0.261,0.253,52,-1.4,-10.6,3.6,-0.2,1000942
1996,Rafael Bournigal,Athletics,88,277,0,33,18,4,5.80%,6.90%,0.071,0.262,0.242,0.29,0.313,0.273,57,-0.6,-17,4.2,-0.2,1001239
1997,Desi Relaford,Phillies,15,44,0,3,6,3,11.40%,13.60%,0.132,0.219,0.184,0.279,0.316,0.27,54,0.6,-2,-1.4,-0.2,1096
1988,Dave Owen,Royals,7,5,0,0,0,0,0.00%,60.00%,0,0,0,0,0,0,-100,0,-1.2,-0.9,-0.2,1009915
2009,Argenis Reyes,Mets,9,18,0,0,0,1,5.60%,22.20%,0,0.154,0.118,0.167,0.118,0.139,-27,0.3,-2.5,-0.1,-0.2,3285
1992,Jeff Kunkel,Cubs,20,29,0,0,1,0,0.00%,27.60%,0.069,0.19,0.138,0.138,0.207,0.153,-16,0,-3.7,1,-0.2,1007211
2017,Richard Urena,Blue Jays,21,75,1,6,4,1,8.00%,37.30%,0.103,0.333,0.206,0.27,0.309,0.256,53,0.4,-3.9,-0.7,-0.2,16411
1988,Bill Almon,Phillies,20,31,0,1,1,0,9.70%,35.50%,0.077,0.2,0.115,0.207,0.192,0.193,15,0,-2.9,0,-0.2,1000174
2014,Nick Franklin,- - -,28,90,1,7,6,2,6.70%,35.60%,0.086,0.24,0.16,0.222,0.247,0.214,34,-0.1,-6.6,1.9,-0.2,10166
1996,Kurt Abbott,Marlins,109,349,8,37,33,3,6.30%,28.40%,0.175,0.343,0.253,0.307,0.428,0.319,93,-0.8,-4,-8.4,-0.2,1000013
2000,Tripp Cromer,Astros,9,10,0,2,0,0,10.00%,10.00%,0,0.143,0.125,0.222,0.125,0.18,-10,0,-1.5,-1,-0.2,1719
2014,Freddy Galvis,Phillies,43,128,4,14,12,1,6.30%,23.40%,0.143,0.198,0.176,0.227,0.319,0.243,51,1.8,-5.2,-0.5,-0.2,6609
2014,Ronny Cedeno,Phillies,7,9,0,0,0,0,0.00%,22.20%,0,0,0,0,0,0,-100,0,-2.2,0,-0.2,2179
2002,Adam Everett,Astros,40,103,0,11,4,3,11.70%,18.40%,0.034,0.246,0.193,0.297,0.227,0.247,41,1,-6.6,1.2,-0.2,1430
1987,Ivan DeJesus,Giants,9,10,0,0,1,0,0.00%,20.00%,0,0.25,0.2,0.2,0.2,0.179,5,-0.4,-1.6,-0.8,-0.2,1003150
2009,Omar Quintanilla,Rockies,58,69,0,7,2,0,11.60%,39.10%,0.034,0.323,0.172,0.273,0.207,0.232,23,0.3,-6.3,2,-0.2,6335
1999,Luis Lopez,Mets,68,121,2,11,13,1,9.90%,27.30%,0.096,0.286,0.212,0.308,0.308,0.286,64,-0.3,-6.1,-0.1,-0.2,695
1995,Tim Hulett,Cardinals,4,11,0,0,0,0,0.00%,27.30%,0,0.25,0.182,0.182,0.182,0.164,-11,0,-1.5,-1,-0.2,1006174
2008,Gil Velazquez,Red Sox,3,8,0,0,1,0,0.00%,0.00%,0,0.125,0.125,0.125,0.125,0.112,-51,0.1,-1.4,-1,-0.2,2070
2010,Brian Barden,Marlins,35,32,0,2,3,0,9.40%,37.50%,0,0.313,0.179,0.281,0.179,0.228,33,-0.4,-3,0,-0.2,4429
2014,Justin Sellers,Indians,17,21,0,1,0,0,14.30%,19.00%,0,0.25,0.188,0.316,0.188,0.25,54,-0.3,-1.4,-1.2,-0.2,4006
2010,Eduardo Nunez,Yankees,30,53,1,12,7,5,5.70%,3.80%,0.08,0.277,0.28,0.321,0.36,0.305,84,0.1,-0.9,-2.9,-0.2,6848
1992,Bien Figueroa,Cardinals,12,12,0,1,4,0,8.30%,16.70%,0.091,0.222,0.182,0.25,0.273,0.244,50,0,-0.7,-1.8,-0.2,1004036
1999,Luis Garcia,Tigers,8,9,0,0,0,0,0.00%,22.20%,0.111,0.143,0.111,0.111,0.222,0.139,-34,0,-1.6,-0.9,-0.2,1004504
2004,Maicer Izturis,Expos,32,121,1,10,4,4,8.30%,16.50%,0.112,0.244,0.206,0.286,0.318,0.268,52,0.6,-6.8,0.6,-0.2,2437
2013,Justin Sellers,Dodgers,27,77,1,6,2,0,6.50%,26.00%,0.058,0.25,0.188,0.263,0.246,0.237,48,-1,-5.4,1.2,-0.2,4006
1995,Robert Eenhoorn,Yankees,5,15,0,1,2,0,6.70%,20.00%,0.071,0.182,0.143,0.2,0.214,0.192,9,0,-1.8,-0.9,-0.2,1003696
2009,Julio Lugo,- - -,88,293,3,40,21,9,9.90%,15.40%,0.125,0.325,0.28,0.352,0.405,0.335,101,4,4.4,-16.2,-0.2,565
2017,Raul Mondesi,Royals,25,60,1,4,3,5,5.00%,36.70%,0.075,0.267,0.17,0.214,0.245,0.204,17,0.5,-5.6,1.4,-0.2,13769
1991,Mario Diaz,Rangers,96,202,1,24,22,0,7.40%,8.90%,0.055,0.287,0.264,0.318,0.319,0.294,81,-0.4,-5,-3.8,-0.2,1003267
1994,Jeff Schaefer,Athletics,6,8,0,0,0,0,0.00%,12.50%,0,0.143,0.125,0.125,0.125,0.112,-41,0,-1.5,-1,-0.2,1011508
2006,Danny Sandoval,Phillies,28,43,0,1,4,0,9.30%,7.00%,0.026,0.222,0.211,0.279,0.237,0.24,34,-0.2,-4,0.3,-0.2,2344
2011,Diory Hernandez,Braves,22,35,1,4,4,0,0.00%,14.30%,0.121,0.222,0.212,0.212,0.333,0.237,44,0.1,-2.2,-1,-0.2,4950
1994,Alex Arias,Marlins,59,125,0,4,15,0,7.20%,15.20%,0.044,0.284,0.239,0.298,0.283,0.268,56,-0.4,-7.5,1,-0.2,123
1993,Mike Brumley,Astros,8,11,0,1,2,0,9.10%,27.30%,0,0.429,0.3,0.364,0.3,0.312,92,-0.4,-0.5,-2,-0.2,1001586
1995,Fausto Cruz,Athletics,8,30,0,0,5,1,10.00%,16.70%,0,0.25,0.217,0.286,0.217,0.238,38,-0.2,-2.7,-0.6,-0.2,1002838
2016,Orlando Arcia,Brewers,55,216,4,21,17,8,6.90%,21.80%,0.139,0.267,0.219,0.273,0.358,0.274,64,0.9,-8.6,-0.4,-0.2,13185
2002,Nick Punto,Phillies,9,7,0,0,0,0,0.00%,42.90%,0,0.333,0.167,0.167,0.167,0.149,-19,-0.7,-1.7,-0.7,-0.2,1429
1992,Freddie Benavides,Reds,74,186,1,14,17,0,5.40%,18.30%,0.087,0.283,0.231,0.277,0.318,0.264,61,-0.4,-8.4,0.6,-0.2,1000825
2009,Tyler Greene,Cardinals,48,116,2,9,7,3,3.40%,27.60%,0.102,0.297,0.222,0.27,0.324,0.266,58,0.7,-5.2,-0.7,-0.2,4675
1987,Rafael Belliard,Pirates,81,229,1,26,15,5,8.70%,10.90%,0.064,0.23,0.207,0.286,0.271,0.246,45,0.5,-15.5,5.4,-0.2,1000811
2005,Rey Sanchez,Yankees,23,48,0,7,2,0,4.20%,6.30%,0.023,0.3,0.279,0.326,0.302,0.287,73,-1,-2.6,-1.2,-0.2,213
2009,Ramon Vazquez,Pirates,101,239,1,17,16,1,13.00%,19.70%,0.049,0.291,0.23,0.335,0.279,0.282,67,1.2,-8.3,-1.5,-0.2,1058
2017,Franklin Barreto,Athletics,25,76,2,10,6,2,6.60%,43.40%,0.155,0.333,0.197,0.25,0.352,0.259,58,1.2,-2.8,-2.1,-0.2,15519
2015,Nick Noonan,Giants,14,24,1,2,3,0,8.30%,33.30%,0.182,0.077,0.091,0.167,0.273,0.196,20,0.3,-1.9,-0.9,-0.2,6880
1995,Tripp Cromer,Cardinals,105,369,5,36,18,0,3.80%,17.90%,0.099,0.262,0.226,0.261,0.325,0.258,51,-0.1,-22.8,7.8,-0.2,1719
2010,Chin-lung Hu,Dodgers,14,25,0,2,1,1,0.00%,20.00%,0.043,0.158,0.13,0.16,0.174,0.152,-12,0.1,-3.3,0.3,-0.2,5198
1995,Juan Bell,Red Sox,17,29,1,7,2,0,6.90%,34.50%,0.192,0.188,0.154,0.207,0.346,0.237,31,0,-2.6,-0.7,-0.2,1000813
1987,Denny Gonzalez,Pirates,5,8,0,1,0,0,12.50%,25.00%,0,0,0,0.125,0,0.088,-59,0,-1.6,-0.9,-0.2,1004830
1986,Fran Mullins,Indians,28,44,0,3,5,0,4.50%,25.00%,0.1,0.233,0.175,0.209,0.275,0.215,25,0,-4,0.4,-0.2,1009301
2009,Robert Andino,Orioles,78,215,2,31,10,3,7.00%,21.90%,0.066,0.278,0.222,0.274,0.288,0.253,43,-1.2,-16.4,6.8,-0.2,4900
2016,Gregorio Petit,Angels,89,223,2,21,17,1,6.70%,22.90%,0.103,0.316,0.245,0.299,0.348,0.282,76,-2.6,-8.9,-0.9,-0.2,3812
1990,Edgar Diaz,Brewers,86,245,0,27,14,3,8.60%,13.10%,0.028,0.317,0.271,0.338,0.298,0.298,85,-0.3,-4.4,-5.9,-0.2,1003264
2016,Deven Marrero,Red Sox,13,14,0,0,0,0,14.30%,35.70%,0,0.143,0.083,0.214,0.083,0.161,-13,0.1,-1.8,-0.9,-0.2,13325
2003,Cesar Izturis,Dodgers,158,593,1,47,40,10,4.20%,11.80%,0.065,0.284,0.251,0.282,0.315,0.259,56,1.3,-32.3,10.5,-0.2,656
2008,Brent Lillibridge,Braves,29,85,1,9,8,2,3.50%,27.10%,0.138,0.268,0.2,0.238,0.338,0.252,47,1.1,-4.5,-0.5,-0.2,3501
2010,Ramiro Pena,Yankees,85,167,0,18,18,7,3.60%,16.20%,0.019,0.271,0.227,0.258,0.247,0.229,33,1.4,-11.9,3.9,-0.2,8841
2007,Brandon Fahey,Orioles,40,56,0,10,1,2,3.60%,16.10%,0.056,0.2,0.167,0.196,0.222,0.188,2,0.1,-6.7,2.4,-0.2,4746
1986,Glenn Hoffman,Red Sox,12,26,0,1,1,0,7.70%,11.50%,0.087,0.238,0.217,0.269,0.304,0.257,51,0,-1.6,-1.6,-0.2,1005905
1993,Billy Ripken,Rangers,50,153,0,12,11,0,7.20%,12.40%,0.03,0.219,0.189,0.27,0.22,0.236,39,-0.8,-12.3,5.1,-0.2,1010977
1997,Lou Collier,Pirates,18,38,0,3,3,1,2.60%,28.90%,0,0.192,0.135,0.158,0.135,0.137,-33,0.2,-6.2,2.6,-0.2,1438
1985,Tom Runnells,Reds,28,42,0,3,0,0,7.10%,9.50%,0.029,0.226,0.2,0.263,0.229,0.232,37,0,-3,-0.6,-0.2,1011304
2005,Brandon Phillips,Indians,6,9,0,1,0,0,0.00%,44.40%,0,0,0,0,0,0,-100,0.1,-2.3,-0.3,-0.2,791
2017,Jose Peraza,Reds,143,518,5,50,37,23,3.90%,13.50%,0.066,0.293,0.259,0.297,0.324,0.273,62,2.8,-22.2,3.1,-0.2,13593
2010,Nick Green,- - -,14,23,0,2,2,0,4.30%,21.70%,0,0.188,0.143,0.217,0.143,0.179,2,-0.1,-2.8,-0.2,-0.2,1502
2005,Alex Cintron,Diamondbacks,122,348,8,36,48,1,3.40%,9.50%,0.142,0.281,0.273,0.298,0.415,0.304,76,-0.3,-10.6,-3.1,-0.2,50
2017,Erick Aybar,Padres,108,370,7,37,22,11,7.60%,15.40%,0.114,0.262,0.234,0.3,0.348,0.282,74,0.5,-11.9,-2.5,-0.2,4082
2000,Hanley Frias,Diamondbacks,75,129,2,18,6,2,13.20%,14.00%,0.098,0.228,0.205,0.31,0.304,0.285,59,-0.5,-7.7,0.8,-0.2,1004345
2010,Oswaldo Navarro,Astros,14,25,0,2,0,0,20.00%,16.00%,0,0.063,0.05,0.24,0.05,0.176,0,0.1,-2.9,-0.2,-0.2,3868
1996,Damion Easley,- - -,49,129,4,14,17,3,7.80%,19.40%,0.125,0.31,0.268,0.331,0.393,0.322,84,0.1,-2.8,-4.4,-0.2,464
2007,Cesar Izturis,- - -,110,337,0,31,16,3,5.60%,5.60%,0.057,0.275,0.258,0.302,0.315,0.276,58,-1.2,-19.6,5.9,-0.2,656
1996,Felix Fermin,Cubs,11,19,0,4,1,0,10.50%,0.00%,0.063,0.125,0.125,0.222,0.188,0.199,10,0,-2.2,-0.9,-0.2,1003991
1986,Ivan DeJesus,Yankees,7,5,0,1,0,0,20.00%,20.00%,0,0,0,0.2,0,0.141,-19,0,-0.7,-1.9,-0.2,1003150
1997,Mike Gallego,Cardinals,27,46,0,6,1,0,2.20%,13.00%,0.047,0.184,0.163,0.178,0.209,0.172,-8,0,-6.3,2.3,-0.2,1004458
2011,Omar Quintanilla,Rangers,11,23,0,3,2,0,0.00%,39.10%,0.091,0.077,0.045,0.045,0.136,0.073,-74,0.3,-4.4,1.3,-0.2,6335
1987,Gus Polidor,Angels,63,141,2,12,15,0,1.40%,10.60%,0.066,0.281,0.263,0.277,0.328,0.267,61,-0.1,-7.1,-0.1,-0.2,1010420
2016,Hanser Alberto,Rangers,35,58,0,2,5,1,0.00%,29.30%,0.018,0.205,0.143,0.143,0.161,0.132,-34,-1.2,-10.6,6.2,-0.2,11902
1997,Kevin Sefcik,Phillies,61,131,2,11,6,1,3.10%,6.90%,0.076,0.278,0.269,0.298,0.345,0.288,66,-0.7,-6.3,-0.4,-0.2,1011722
2013,Robert Andino,Mariners,29,85,0,5,4,0,8.20%,31.80%,0.053,0.286,0.184,0.253,0.237,0.226,40,0.1,-5.7,0.6,-0.2,4900
2001,Jose Vizcaino,Astros,107,282,1,38,14,3,5.30%,11.70%,0.066,0.315,0.277,0.322,0.344,0.297,72,-0.3,-10.7,-1,-0.2,577
1991,Freddie Benavides,Reds,24,67,0,11,3,1,1.50%,22.40%,0.016,0.367,0.286,0.303,0.302,0.269,64,0.2,-2.6,-2.1,-0.2,1000825
2012,Stephen Drew,- - -,79,327,7,38,28,1,11.30%,23.20%,0.125,0.275,0.223,0.309,0.348,0.291,80,-1.4,-9.3,-3.6,-0.2,4251
1992,Mario Diaz,Rangers,19,33,0,2,1,0,3.00%,6.10%,0.032,0.241,0.226,0.25,0.258,0.219,32,-0.4,-2.9,-0.5,-0.2,1003267
2004,Jesse Garcia,Braves,50,118,1,14,10,1,0.80%,13.60%,0.078,0.286,0.252,0.265,0.33,0.26,51,1.5,-6,-0.6,-0.2,1418
1995,Rod Correia,Angels,14,22,0,3,3,0,0.00%,22.70%,0.143,0.313,0.238,0.238,0.381,0.265,51,0,-1.4,-1.8,-0.2,1002638
2005,Fernando Cortez,Devil Rays,8,14,0,0,1,0,7.10%,21.40%,0,0.1,0.077,0.143,0.077,0.114,-44,0.1,-2.4,-0.6,-0.2,3634
2001,Mike Lansing,Red Sox,106,382,8,45,34,3,5.80%,13.10%,0.134,0.269,0.25,0.294,0.384,0.293,74,-0.7,-13.3,-2.4,-0.3,1007334
1993,Scott Leius,Twins,10,22,0,4,2,0,9.10%,18.20%,0,0.188,0.167,0.227,0.167,0.188,5,0,-2.6,-0.6,-0.3,1007505
2000,Chris Gomez,Padres,33,64,0,4,3,0,10.90%,7.80%,0,0.24,0.222,0.306,0.222,0.256,49,0,-4.4,-0.4,-0.3,1208
1996,Ricky Gutierrez,Astros,89,249,1,28,15,6,9.20%,16.90%,0.06,0.347,0.284,0.359,0.344,0.318,96,0.7,-0.7,-9,-0.3,387
2000,Kurt Abbott,Mets,79,173,6,22,12,1,8.10%,29.50%,0.172,0.277,0.217,0.283,0.389,0.289,67,-0.2,-7.9,-0.5,-0.3,1000013
1993,Tony Womack,Pirates,15,28,0,5,0,2,10.70%,10.70%,0,0.095,0.083,0.185,0.083,0.146,-21,0.4,-3.8,0.3,-0.3,78
1993,Kevin Baez,Mets,52,143,0,10,7,0,9.10%,11.90%,0.071,0.211,0.183,0.259,0.254,0.237,39,0,-10.7,3.1,-0.3,1000410
1992,Luis Rivera,Red Sox,102,322,0,17,29,4,8.10%,17.40%,0.045,0.267,0.215,0.287,0.26,0.26,53,-0.4,-17.6,5.3,-0.3,1011003
1987,Luis Rivera,Expos,18,33,0,0,1,0,3.00%,24.20%,0.063,0.208,0.156,0.182,0.219,0.179,0,0,-4.2,0.5,-0.3,1011003
1988,Shane Turner,Phillies,18,40,0,1,1,0,12.50%,22.50%,0,0.231,0.171,0.275,0.171,0.223,36,0,-2.8,-0.8,-0.3,1013232
1999,Abraham Nunez,Pirates,90,301,0,25,17,9,9.30%,17.90%,0.031,0.278,0.22,0.299,0.251,0.261,45,1.4,-21.3,8.2,-0.3,1420
1986,U L Washington,Pirates,72,155,0,14,10,6,9.70%,17.40%,0.059,0.248,0.2,0.278,0.259,0.244,48,1.2,-8.3,0.8,-0.3,1013659
2008,Eider Torres,Orioles,8,9,0,2,0,0,0.00%,22.20%,0,0.286,0.222,0.222,0.222,0.199,9,-0.4,-1.4,-1.5,-0.3,2905
2011,Andres Blanco,Rangers,36,82,2,9,3,0,4.90%,17.10%,0.118,0.25,0.224,0.263,0.342,0.268,58,-0.4,-4.4,-0.7,-0.3,1907
1986,Buddy Biancalana,Royals,100,209,2,24,8,5,7.20%,23.90%,0.095,0.319,0.242,0.298,0.337,0.287,73,0.6,-6.3,-3.4,-0.3,1000942
1996,Ed Giovanola,Braves,43,94,0,10,7,1,8.50%,13.80%,0.024,0.271,0.232,0.304,0.256,0.264,53,0.2,-5.4,-0.2,-0.3,1004745
1999,Desi Relaford,Phillies,65,242,1,31,26,4,7.90%,14.00%,0.085,0.284,0.242,0.322,0.327,0.295,66,-0.6,-11.9,1.2,-0.3,1096
1985,Ivan DeJesus,Cardinals,59,78,0,11,7,2,5.10%,20.50%,0.069,0.281,0.222,0.26,0.292,0.249,55,-0.4,-4.4,-0.6,-0.3,1003150
1986,Rene Gonzales,Expos,11,28,0,1,0,0,7.10%,25.00%,0,0.158,0.115,0.179,0.115,0.147,-17,-0.8,-4.6,1.2,-0.3,1004844
1999,Aaron Ledesma,Devil Rays,93,312,0,32,30,1,4.50%,11.20%,0.051,0.301,0.265,0.305,0.316,0.281,58,-0.2,-17.6,3.6,-0.3,1007444
2012,Paul Janish,Braves,55,186,0,18,9,1,9.10%,16.10%,0.048,0.226,0.186,0.269,0.234,0.234,42,-0.7,-13.6,5.3,-0.3,7412
2001,John McDonald,Indians,17,25,0,1,0,0,4.00%,28.00%,0.045,0.133,0.091,0.167,0.136,0.149,-22,0,-3.8,0.3,-0.3,395
1998,Luis Sojo,Yankees,54,153,0,16,14,1,2.60%,9.80%,0.034,0.256,0.231,0.25,0.265,0.231,33,0.2,-13,4.9,-0.3,1834
1998,Placido Polanco,Cardinals,45,122,1,10,11,2,4.10%,7.40%,0.088,0.269,0.254,0.292,0.342,0.282,66,0.4,-4.8,-1.7,-0.3,1176
2006,Alex Cintron,White Sox,91,304,5,35,41,10,3.30%,11.50%,0.108,0.307,0.285,0.31,0.392,0.305,76,0,-9.5,-3.8,-0.3,50
1988,Alfredo Griffin,Dodgers,95,354,1,39,27,7,6.80%,8.50%,0.054,0.217,0.199,0.259,0.253,0.229,47,-0.7,-21,7.9,-0.3,1005036
1997,Rey Sanchez,- - -,135,370,2,35,27,4,4.30%,12.70%,0.079,0.312,0.274,0.307,0.353,0.293,71,-1.8,-15.6,0.6,-0.3,213
2004,Jhonny Peralta,Indians,8,28,0,2,2,0,10.70%,21.40%,0.04,0.316,0.24,0.321,0.28,0.279,66,-0.1,-1.4,-2.3,-0.3,1738
2007,Brian Barden,- - -,23,37,0,6,0,0,5.40%,18.90%,0.029,0.214,0.171,0.216,0.2,0.193,6,-0.2,-4.7,0.8,-0.3,4429
1987,Sam Khalifa,Pirates,5,18,0,1,2,0,0.00%,11.10%,0,0.2,0.176,0.176,0.176,0.158,-13,0,-2.6,-0.7,-0.3,1006887
1999,Dave Silvestri,Angels,3,11,0,0,1,0,0.00%,9.10%,0.091,0.1,0.091,0.091,0.182,0.114,-51,0,-2.2,-1,-0.3,1011972
1992,Craig Shipley,Padres,52,108,0,7,7,1,1.90%,19.40%,0.057,0.31,0.248,0.262,0.305,0.253,54,-0.2,-5.7,-0.2,-0.3,1011906
2008,Elliot Johnson,Rays,7,19,0,0,0,0,0.00%,36.80%,0,0.25,0.158,0.158,0.158,0.141,-25,-0.3,-3.3,-0.1,-0.3,4751
2008,Pete Orr,Nationals,49,79,0,10,7,1,2.50%,20.30%,0.053,0.322,0.253,0.282,0.307,0.264,54,0.5,-4,-1.2,-0.3,2748
1989,Mariano Duncan,- - -,94,273,3,32,21,9,2.90%,18.70%,0.109,0.299,0.248,0.284,0.357,0.291,82,-0.2,-5.5,-6.1,-0.3,1003554
1990,Gary Green,Rangers,62,99,0,10,8,1,6.10%,18.20%,0.034,0.268,0.216,0.263,0.25,0.239,44,-0.2,-6.6,0.9,-0.3,1004994
2005,Jose Vizcaino,Astros,98,205,1,15,23,2,7.30%,19.50%,0.091,0.304,0.246,0.299,0.337,0.274,62,1.2,-8.7,-0.7,-0.3,577
2000,Chris Sexton,Reds,35,118,0,9,10,4,11.00%,10.20%,0.04,0.236,0.21,0.31,0.25,0.265,46,-0.1,-8.8,1.8,-0.3,1011771
2008,Cliff Pennington,Athletics,36,117,0,14,9,4,11.10%,15.40%,0.051,0.293,0.242,0.339,0.293,0.296,79,1.6,-1.4,-5.3,-0.3,3395
2010,Anderson Hernandez,- - -,54,119,0,13,3,3,8.40%,16.00%,0.046,0.267,0.22,0.286,0.266,0.255,55,0.7,-5.7,-0.8,-0.3,3366
2005,Anderson Hernandez,Mets,6,19,0,1,0,0,5.30%,21.10%,0,0.071,0.056,0.105,0.056,0.084,-62,-0.3,-4.2,0.8,-0.3,3366
1992,Rich Amaral,Mariners,35,109,1,9,7,4,4.60%,14.70%,0.06,0.277,0.24,0.276,0.3,0.266,61,0,-4.8,-1.3,-0.3,1000205
2009,Brandon Wood,Angels,18,46,1,5,3,0,6.50%,41.30%,0.098,0.333,0.195,0.267,0.293,0.256,49,-1.5,-4.5,0.1,-0.3,6592
1986,Rafael Ramirez,Braves,134,530,8,57,33,19,4.00%,11.30%,0.095,0.258,0.24,0.273,0.335,0.272,60,0.5,-24.4,4.6,-0.3,1010673
2017,Mike Aviles,Marlins,37,97,1,5,8,0,6.20%,15.50%,0.058,0.271,0.233,0.298,0.291,0.256,55,-1.8,-7.4,1.4,-0.3,5986
2001,Scott Sheldon,Rangers,61,127,3,11,11,1,2.40%,27.60%,0.117,0.25,0.2,0.216,0.317,0.228,27,-0.2,-12,4.6,-0.3,1011856
2002,Jeff Reboulet,Dodgers,38,58,0,3,2,0,10.30%,22.40%,0.063,0.278,0.208,0.291,0.271,0.259,58,-0.2,-3.3,-1.4,-0.3,1389
2017,Cristhian Adames,Rockies,12,14,0,1,0,0,7.10%,42.90%,0,0,0,0.071,0,0.049,-98,0.1,-3.5,0.2,-0.3,6013
1995,Ray Holbert,Padres,63,86,2,11,5,4,9.30%,23.30%,0.137,0.216,0.178,0.277,0.315,0.267,58,0.8,-3.7,-2,-0.3,1005937
2001,Wilson Delgado,Royals,14,28,0,1,1,0,10.70%,35.70%,0,0.2,0.12,0.214,0.12,0.17,-14,0,-4,0.2,-0.3,1150
1988,Jackie Gutierrez,Phillies,33,82,0,8,9,0,2.40%,11.00%,0.052,0.271,0.247,0.259,0.299,0.249,54,-0.1,-4.1,-1.1,-0.3,1005156
1991,Jose Hernandez,Rangers,45,107,0,8,4,0,2.80%,29.00%,0.041,0.269,0.184,0.208,0.224,0.198,18,-0.4,-10.7,4.8,-0.3,688
2006,Royce Clayton,- - -,137,502,2,49,40,14,6.00%,16.90%,0.084,0.308,0.258,0.307,0.341,0.285,68,0.9,-20.4,0.7,-0.3,226
1986,Curtis Wilkerson,Rangers,110,249,0,27,15,9,4.40%,16.90%,0.068,0.287,0.237,0.273,0.305,0.261,55,-1,-14.7,3.8,-0.3,1013951
